31,Other,librarian
59,Unknown,salesman
29,Female,teacher
10,Male,nurse
73,Other,retired
33,Unknown,secretary
18,Female,student
73,Unknown,retired
49,Male,model
28,Unknown,retired
12,Female,student
7,Male,none
5,Female,none
13,Male,student
19,Male,student
24,Female,engineer
50,Unknown,retired
37,Other,doctor
18,Unknown,student
63,Other,nurse
32,Female,salesman
44,Female,programmer
37,Male,nurse
72,Female,retired
30,Other,student
28,Male,secretary
68,Other,retired
42,Unknown,salesman
72,Female,retired
60,Male,secretary
58,Other,nurse
67,Male,retired
45,Female,politician
42,Other,librarian
36,Unknown,scientist
40,Unknown,nurse
43,Unknown,nurse
66,Other,retired
67,Other,retired
45,Unknown,secretary
69,Male,retired
49,Unknown,teacher
19,Male,student
59,Other,librarian
19,Unknown,student
10,Other,artist
43,Unknown,politician
56,Male,nurse
10,Female,model
12,Female,student
51,Male,engineer
69,Unknown,retired
66,Male,retired
25,Male,scientist
21,Unknown,none
48,Female,engineer
33,Other,politician
73,Other,retired
7,Female,none
30,Unknown,nurse
7,Female,none
57,Unknown,doctor
5,Female,none
14,Male,student
19,Unknown,student
65,Unknown,doctor
16,Female,student
22,Female,doctor
74,Female,retired
58,Female,scientist
5,Unknown,none
32,Female,programmer
70,Unknown,retired
73,Female,retired
62,Male,lawyer
9,Unknown,none
52,Female,librarian
41,Other,model
75,Male,retired
38,Other,secretary
26,Female,retired
51,Unknown,retired
31,Other,secretary
38,Female,politician
14,Male,student
5,Female,none
51,Male,nurse
46,Unknown,model
44,Female,teacher
71,Other,retired
9,Female,none
22,Other,nurse
50,Male,secretary
40,Unknown,programmer
18,Male,student
58,Male,doctor
8,Female,none
65,Female,librarian
34,Male,model
41,Male,nurse
14,Other,student
71,Male,retired
45,Male,model
38,Female,programmer
22,Other,secretary
43,Unknown,nurse
44,Unknown,nurse
21,Male,nurse
74,Female,retired
18,Unknown,student
64,Other,teacher
73,Female,retired
58,Female,artist
19,Unknown,student
25,Unknown,scientist
68,Other,retired
5,Other,none
32,Other,salesman
41,Other,engineer
49,Male,nurse
16,Female,student
37,Female,librarian
17,Other,student
52,Unknown,secretary
52,Other,engineer
54,Other,secretary
57,Unknown,secretary
63,Unknown,doctor
37,Female,politician
75,Male,retired
11,Other,student
57,Other,model
47,Unknown,model
45,Male,nurse
29,Female,engineer
65,Female,programmer
37,Male,nurse
9,Unknown,none
32,Male,model
15,Male,student
57,Other,engineer
67,Female,retired
18,Male,student
58,Male,nurse
45,Male,nurse
28,Male,secretary
70,Female,retired
55,Other,model
49,Unknown,artist
41,Male,secretary
50,Female,programmer
50,Other,doctor
31,Female,politician
17,Female,student
42,Other,lawyer
18,Other,student
13,Female,student
62,Other,none
52,Male,engineer
58,Other,scientist
40,Unknown,student
41,Male,model
39,Other,lawyer
61,Female,politician
7,Other,none
33,Female,lawyer
27,Other,teacher
12,Female,student
60,Other,model
57,Female,student
43,Other,doctor
61,Unknown,programmer
54,Female,engineer
43,Other,student
38,Female,programmer
75,Other,retired
17,Female,student
52,Female,programmer
17,Other,student
20,Female,politician
29,Unknown,doctor
5,Other,none
9,Male,none
30,Male,lawyer
57,Unknown,secretary
42,Unknown,secretary
40,Female,programmer
21,Male,model
31,Unknown,doctor
73,Male,retired
11,Unknown,student
67,Male,retired
27,Other,librarian
68,Male,retired
44,Female,salesman
63,Other,student
40,Unknown,salesman
52,Unknown,doctor
42,Unknown,engineer
33,Unknown,model
43,Male,none
64,Male,model
71,Other,retired
30,Female,none
27,Female,programmer
44,Unknown,librarian
26,Unknown,programmer
72,Male,retired
32,Other,nurse
52,Other,politician
18,Male,student
53,Male,model
29,Other,librarian
31,Female,artist
43,Other,secretary
57,Other,librarian
65,Unknown,scientist
65,Female,student
12,Male,student
6,Female,none
19,Male,student
45,Unknown,teacher
5,Other,none
45,Female,engineer
67,Unknown,retired
73,Other,retired
60,Unknown,model
21,Other,nurse
36,Male,model
31,Unknown,lawyer
43,Male,doctor
6,Other,none
46,Unknown,engineer
71,Other,retired
63,Male,model
40,Unknown,secretary
16,Unknown,student
50,Male,secretary
42,Female,teacher
33,Unknown,engineer
35,Unknown,politician
44,Female,engineer
6,Other,none
41,Other,executive
34,Male,nurse
5,Other,none
22,Other,librarian
11,Female,student
48,Male,programmer
18,Unknown,student
42,Female,programmer
29,Female,secretary
6,Other,none
29,Other,politician
43,Female,programmer
51,Female,lawyer
5,Male,none
33,Male,lawyer
66,Other,retired
65,Unknown,secretary
25,Unknown,engineer
7,Unknown,none
35,Other,artist
49,Female,student
50,Other,model
34,Other,secretary
21,Female,lawyer
5,Male,none
72,Male,retired
56,Unknown,model
21,Female,salesman
62,Female,student
57,Female,artist
46,Male,secretary
8,Unknown,none
24,Other,secretary
58,Other,student
67,Other,retired
37,Female,programmer
69,Female,retired
61,Female,politician
68,Other,retired
59,Other,secretary
63,Other,model
49,Other,lawyer
51,Other,scientist
55,Male,salesman
65,Male,doctor
5,Female,none
51,Male,nurse
55,Male,model
46,Female,politician
33,Other,librarian
60,Male,nurse
31,Female,programmer
39,Male,nurse
26,Unknown,programmer
66,Female,retired
8,Unknown,none
71,Other,retired
34,Female,teacher
34,Male,model
59,Unknown,none
11,Female,student
41,Other,engineer
54,Female,engineer
71,Female,retired
51,Female,programmer
45,Female,student
63,Male,artist
19,Other,student
11,Other,student
57,Unknown,executive
20,Male,retired
41,Other,politician
8,Unknown,none
65,Other,scientist
21,Male,secretary
55,Unknown,nurse
39,Male,programmer
58,Female,executive
62,Unknown,scientist
45,Other,executive
70,Female,retired
34,Male,doctor
25,Unknown,programmer
56,Other,doctor
24,Male,secretary
51,Other,teacher
10,Male,nurse
61,Other,doctor
28,Other,secretary
19,Unknown,student
61,Other,programmer
47,Other,retired
58,Female,programmer
24,Other,salesman
54,Unknown,secretary
63,Female,student
67,Male,retired
39,Other,teacher
30,Female,engineer
63,Unknown,student
55,Unknown,librarian
45,Unknown,librarian
11,Female,student
16,Female,student
16,Male,student
38,Unknown,lawyer
28,Other,none
34,Male,secretary
56,Unknown,executive
74,Unknown,retired
50,Male,student
30,Other,model
22,Other,student
38,Male,nurse
66,Male,retired
66,Male,retired
73,Other,retired
75,Unknown,retired
29,Unknown,student
58,Other,executive
70,Other,retired
57,Other,teacher
23,Female,politician
75,Male,retired
9,Other,none
61,Female,artist
10,Male,secretary
15,Male,student
17,Other,student
12,Unknown,student
38,Female,engineer
5,Male,none
22,Unknown,programmer
18,Other,student
5,Male,none
65,Other,student
33,Unknown,scientist
13,Other,student
27,Other,doctor
50,Other,librarian
48,Female,engineer
8,Unknown,none
35,Female,artist
63,Unknown,secretary
33,Male,nurse
55,Unknown,librarian
70,Male,retired
27,Male,model
46,Other,lawyer
10,Female,doctor
63,Unknown,doctor
20,Female,scientist
55,Unknown,doctor
35,Other,artist
29,Other,programmer
30,Male,nurse
63,Other,programmer
36,Unknown,doctor
14,Other,student
35,Unknown,artist
72,Male,retired
35,Female,doctor
7,Female,none
39,Unknown,none
25,Female,none
14,Male,student
65,Male,nurse
67,Female,retired
60,Male,nurse
58,Unknown,teacher
38,Unknown,artist
13,Other,student
63,Unknown,retired
12,Female,student
37,Male,secretary
44,Male,nurse
8,Other,none
75,Unknown,retired
51,Male,teacher
8,Unknown,none
18,Male,student
72,Other,retired
17,Female,student
6,Unknown,none
54,Male,model
35,Female,retired
71,Other,retired
11,Other,student
34,Other,scientist
40,Unknown,doctor
65,Other,model
74,Unknown,retired
19,Female,student
61,Female,engineer
41,Unknown,programmer
66,Male,retired
73,Male,retired
10,Other,programmer
40,Unknown,retired
26,Male,nurse
57,Male,salesman
7,Male,none
24,Other,executive
56,Unknown,artist
18,Male,student
46,Other,student
22,Other,student
21,Female,scientist
46,Female,engineer
29,Male,nurse
5,Female,none
12,Unknown,student
27,Female,engineer
5,Male,none
53,Female,lawyer
67,Female,retired
44,Female,doctor
61,Male,nurse
6,Female,none
31,Unknown,lawyer
55,Male,secretary
22,Other,programmer
19,Male,student
16,Unknown,student
67,Other,retired
64,Unknown,retired
27,Other,salesman
52,Unknown,scientist
51,Female,programmer
55,Unknown,salesman
6,Male,none
33,Unknown,teacher
39,Female,doctor
50,Unknown,none
13,Unknown,student
32,Unknown,model
7,Male,none
16,Female,student
8,Other,none
34,Female,salesman
31,Male,salesman
47,Other,doctor
13,Female,student
53,Male,doctor
7,Other,none
5,Male,none
36,Unknown,student
74,Male,retired
7,Unknown,none
22,Other,teacher
35,Male,librarian
9,Unknown,none
51,Unknown,retired
56,Unknown,engineer
14,Other,student
28,Male,student
37,Unknown,retired
53,Female,engineer
10,Female,programmer
27,Unknown,none
67,Other,retired
50,Female,engineer
50,Female,student
14,Female,student
12,Other,student
75,Male,retired
28,Unknown,politician
27,Unknown,lawyer
62,Other,student
8,Male,none
63,Female,salesman
37,Female,librarian
20,Female,programmer
37,Unknown,lawyer
59,Female,retired
63,Female,scientist
17,Other,student
12,Female,student
30,Unknown,nurse
10,Female,student
27,Other,retired
57,Female,librarian
12,Female,student
68,Unknown,retired
41,Unknown,politician
71,Other,retired
67,Other,retired
43,Other,teacher
28,Male,secretary
40,Female,engineer
21,Unknown,model
64,Male,secretary
49,Female,programmer
31,Other,retired
65,Female,librarian
11,Female,student
48,Other,librarian
13,Unknown,student
9,Other,none
28,Other,student
75,Unknown,retired
7,Female,none
9,Male,none
41,Male,model
64,Other,teacher
50,Other,engineer
72,Unknown,retired
36,Unknown,doctor
28,Male,nurse
51,Female,student
8,Unknown,none
57,Other,executive
56,Male,secretary
27,Other,artist
